# SRIM-2013 Electronic stopping power table for Z1=17
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    1.317   1.593   2.042   4.171   4.989   6.347   4.215   3.449   3.909   3.895   7.099   8.700   8.119   7.814   8.488   6.724   2.024   4.766   6.022   6.066   9.323   8.522   9.092   7.047   6.721   7.379   6.737   6.957   6.653   6.269   6.726   8.665   10.01   8.827   3.010   4.403   11.02   11.02   11.19   8.744   13.00   12.32   11.04   7.838   6.829   10.40   10.28   9.556   7.907   13.15   11.62   9.418   12.35   3.592   14.35   14.66   15.08   12.50   11.32   11.72   11.83   10.39   10.04   14.89   11.79   9.962   8.084   8.471   10.81   8.199   9.534   8.233   10.55   9.821   8.714   5.508   6.475   8.896   8.294   6.424   7.439   11.45   11.15   14.37   14.55   13.97   16.17   15.53   10.55   10.19   12.98   10.45   
   11.0    1.381   1.671   2.141   4.374   5.232   6.657   4.421   3.617   4.100   4.085   7.445   9.125   8.515   8.195   8.902   7.052   2.123   4.999   6.315   6.362   9.778   8.938   9.536   7.391   7.049   7.739   7.066   7.297   6.977   6.575   7.055   9.088   10.50   9.257   3.157   4.617   11.55   11.56   11.73   9.170   13.64   12.92   11.58   8.221   7.162   10.91   10.78   10.02   8.293   13.79   12.19   9.878   12.95   3.768   15.05   15.38   15.82   13.11   11.87   12.29   12.41   10.90   10.53   15.62   12.37   10.45   8.479   8.884   11.34   8.599   9.999   8.635   11.07   10.30   9.139   5.777   6.791   9.330   8.698   6.738   7.802   12.01   11.70   15.07   15.26   14.65   16.96   16.29   11.06   10.69   13.61   10.96   
   12.0    1.443   1.746   2.237   4.569   5.465   6.953   4.618   3.778   4.282   4.267   7.776   9.531   8.894   8.559   9.298   7.366   2.218   5.221   6.596   6.645   10.21   9.335   9.960   7.720   7.363   8.083   7.380   7.621   7.288   6.867   7.368   9.492   10.96   9.669   3.297   4.823   12.07   12.08   12.25   9.578   14.24   13.50   12.09   8.586   7.480   11.40   11.26   10.47   8.662   14.40   12.73   10.32   13.53   3.935   15.72   16.06   16.52   13.70   12.40   12.84   12.96   11.39   10.99   16.31   12.92   10.91   8.856   9.279   11.84   8.982   10.44   9.019   11.56   10.76   9.545   6.034   7.093   9.745   9.085   7.037   8.149   12.55   12.22   15.74   15.94   15.30   17.72   17.01   11.56   11.16   14.22   11.44   
   13.0    1.501   1.817   2.328   4.755   5.688   7.237   4.806   3.932   4.457   4.441   8.094   9.920   9.257   8.909   9.678   7.666   2.308   5.434   6.866   6.916   10.63   9.716   10.37   8.035   7.663   8.413   7.682   7.932   7.585   7.148   7.669   9.879   11.41   10.06   3.432   5.020   12.56   12.57   12.75   9.969   14.83   14.05   12.59   8.937   7.786   11.86   11.72   10.90   9.015   14.99   13.25   10.74   14.08   4.096   16.37   16.71   17.19   14.26   12.91   13.36   13.49   11.85   11.44   16.98   13.45   11.36   9.218   9.658   12.33   9.348   10.87   9.387   12.03   11.20   9.935   6.281   7.382   10.14   9.456   7.325   8.482   13.06   12.72   16.38   16.59   15.92   18.44   17.71   12.03   11.62   14.80   11.91   
   14.0    1.558   1.885   2.416   4.935   5.903   7.510   4.988   4.080   4.625   4.609   8.399   10.29   9.606   9.245   10.04   7.956   2.395   5.639   7.125   7.177   11.03   10.08   10.76   8.338   7.952   8.731   7.972   8.232   7.872   7.418   7.959   10.25   11.84   10.44   3.561   5.209   13.04   13.04   13.24   10.35   15.39   14.58   13.06   9.274   8.080   12.31   12.16   11.31   9.356   15.56   13.75   11.14   14.61   4.251   16.98   17.35   17.84   14.79   13.40   13.87   14.00   12.30   11.87   17.62   13.95   11.79   9.566   10.02   12.79   9.701   11.28   9.742   12.49   11.62   10.31   6.518   7.661   10.53   9.813   7.601   8.802   13.55   13.20   17.00   17.22   16.53   19.14   18.38   12.48   12.06   15.36   12.36   
   15.0    1.613   1.952   2.501   5.108   6.110   7.774   5.163   4.224   4.788   4.771   8.694   10.66   9.943   9.570   10.40   8.235   2.479   5.837   7.375   7.429   11.42   10.44   11.14   8.631   8.232   9.037   8.251   8.520   8.148   7.678   8.238   10.61   12.26   10.81   3.686   5.392   13.49   13.50   13.70   10.71   15.93   15.09   13.52   9.600   8.363   12.74   12.59   11.70   9.684   16.10   14.23   11.53   15.12   4.400   17.58   17.95   18.47   15.31   13.87   14.35   14.49   12.73   12.29   18.24   14.44   12.20   9.901   10.37   13.24   10.04   11.68   10.08   12.92   12.03   10.67   6.746   7.930   10.89   10.16   7.868   9.111   14.03   13.66   17.60   17.82   17.11   19.81   19.02   12.92   12.48   15.90   12.79   
   16.0    1.666   2.016   2.583   5.276   6.310   8.029   5.332   4.362   4.945   4.927   8.979   11.00   10.27   9.883   10.74   8.505   2.561   6.029   7.617   7.673   11.79   10.78   11.50   8.914   8.501   9.334   8.522   8.800   8.415   7.930   8.508   10.96   12.66   11.16   3.807   5.569   13.94   13.94   14.15   11.06   16.45   15.59   13.96   9.915   8.638   13.16   13.00   12.09   10.00   16.63   14.70   11.91   15.62   4.544   18.16   18.54   19.07   15.82   14.32   14.82   14.97   13.15   12.69   18.83   14.92   12.60   10.23   10.71   13.67   10.37   12.06   10.41   13.35   12.42   11.02   6.968   8.190   11.25   10.49   8.126   9.410   14.49   14.11   18.18   18.40   17.67   20.46   19.65   13.34   12.89   16.42   13.21   
   17.0    1.717   2.078   2.662   5.438   6.504   8.276   5.496   4.496   5.097   5.079   9.255   11.34   10.59   10.19   11.07   8.767   2.639   6.214   7.851   7.909   12.16   11.11   11.85   9.188   8.763   9.621   8.784   9.071   8.674   8.174   8.770   11.30   13.05   11.51   3.924   5.740   14.36   14.37   14.58   11.40   16.95   16.07   14.39   10.22   8.903   13.57   13.40   12.46   10.31   17.14   15.15   12.28   16.10   4.684   18.72   19.11   19.66   16.30   14.76   15.28   15.43   13.55   13.08   19.41   15.38   12.99   10.54   11.04   14.10   10.69   12.43   10.73   13.76   12.81   11.36   7.182   8.442   11.60   10.81   8.376   9.699   14.93   14.54   18.74   18.97   18.21   21.09   20.25   13.75   13.29   16.92   13.62   
   18.0    1.767   2.138   2.739   5.596   6.693   8.516   5.656   4.627   5.245   5.226   9.524   11.67   10.89   10.48   11.39   9.021   2.716   6.394   8.079   8.138   12.51   11.43   12.20   9.454   9.017   9.900   9.039   9.334   8.926   8.411   9.024   11.62   13.43   11.84   4.038   5.907   14.78   14.79   15.01   11.73   17.45   16.53   14.81   10.52   9.161   13.96   13.79   12.82   10.61   17.64   15.59   12.64   16.57   4.820   19.26   19.67   20.23   16.78   15.19   15.72   15.87   13.95   13.46   19.98   15.82   13.37   10.85   11.36   14.50   11.00   12.79   11.05   14.16   13.18   11.69   7.390   8.687   11.93   11.13   8.619   9.980   15.37   14.96   19.28   19.52   18.74   21.70   20.84   14.15   13.67   17.42   14.02   
