# SRIM-2013 Electronic stopping power table for Z1=81
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    1.638   1.998   2.560   5.230   6.213   7.959   5.250   4.324   4.902   4.885   8.902   10.91   10.18   9.731   10.64   8.374   2.521   5.977   7.551   7.606   11.69   10.69   11.40   8.837   8.428   9.253   8.448   8.724   8.343   7.861   8.435   10.87   12.55   10.99   3.774   5.521   13.82   13.82   14.03   10.96   16.31   15.35   13.84   9.829   8.563   13.05   12.89   11.98   9.915   16.49   14.57   11.81   15.49   4.505   17.88   18.38   18.91   15.68   14.08   14.69   14.84   13.03   12.58   18.67   14.79   12.49   10.14   10.62   13.56   10.28   11.96   10.32   13.23   12.32   10.93   6.908   8.119   11.15   10.40   8.056   9.328   14.36   13.99   18.02   18.25   17.51   20.28   19.48   13.23   12.78   16.28   13.10   
   11.0    1.718   2.096   2.685   5.485   6.516   8.348   5.506   4.536   5.141   5.123   9.336   11.44   10.68   10.21   11.16   8.783   2.644   6.268   7.920   7.978   12.26   11.21   11.96   9.268   8.840   9.705   8.861   9.150   8.750   8.245   8.846   11.40   13.16   11.53   3.958   5.790   14.49   14.50   14.71   11.50   17.10   16.10   14.52   10.31   8.981   13.68   13.52   12.57   10.40   17.29   15.28   12.39   16.24   4.725   18.75   19.28   19.83   16.44   14.77   15.41   15.56   13.67   13.20   19.58   15.51   13.10   10.63   11.14   14.22   10.78   12.54   10.83   13.88   12.92   11.46   7.245   8.516   11.70   10.91   8.449   9.784   15.06   14.67   18.90   19.14   18.37   21.27   20.43   13.87   13.40   17.07   13.74   
   12.0    1.794   2.189   2.805   5.729   6.806   8.719   5.751   4.737   5.370   5.351   9.751   11.95   11.15   10.66   11.66   9.173   2.762   6.547   8.272   8.332   12.81   11.71   12.49   9.680   9.233   10.14   9.255   9.557   9.139   8.612   9.240   11.90   13.75   12.04   4.135   6.048   15.13   15.14   15.37   12.01   17.86   16.81   15.16   10.77   9.380   14.29   14.12   13.13   10.86   18.06   15.96   12.94   16.96   4.935   19.58   20.14   20.71   17.18   15.42   16.10   16.25   14.28   13.79   20.45   16.20   13.68   11.11   11.64   14.85   11.26   13.10   11.31   14.50   13.49   11.97   7.567   8.894   12.22   11.39   8.825   10.22   15.73   15.32   19.74   19.99   19.19   22.22   21.33   14.49   14.00   17.83   14.35   
   13.0    1.867   2.278   2.919   5.963   7.084   9.075   5.986   4.931   5.589   5.569   10.15   12.44   11.61   11.10   12.14   9.548   2.875   6.814   8.609   8.673   13.33   12.18   13.00   10.08   9.610   10.55   9.633   9.947   9.512   8.963   9.617   12.39   14.31   12.53   4.303   6.295   15.75   15.76   15.99   12.50   18.59   17.50   15.78   11.21   9.763   14.88   14.70   13.66   11.31   18.80   16.62   13.47   17.66   5.136   20.38   20.96   21.56   17.88   16.05   16.75   16.92   14.86   14.35   21.29   16.86   14.24   11.56   12.11   15.46   11.72   13.63   11.77   15.09   14.04   12.46   7.876   9.257   12.72   11.86   9.185   10.64   16.37   15.95   20.55   20.80   19.97   23.12   22.21   15.08   14.57   18.56   14.94   
   14.0    1.938   2.364   3.029   6.188   7.351   9.418   6.212   5.117   5.800   5.780   10.53   12.91   12.05   11.51   12.59   9.908   2.983   7.072   8.934   9.000   13.83   12.64   13.49   10.46   9.972   10.95   9.996   10.32   9.871   9.302   9.980   12.86   14.85   13.01   4.466   6.532   16.35   16.36   16.60   12.97   19.29   18.16   16.38   11.63   10.13   15.44   15.25   14.18   11.73   19.51   17.24   13.97   18.32   5.330   21.15   21.75   22.37   18.55   16.66   17.39   17.56   15.42   14.89   22.09   17.50   14.78   12.00   12.57   16.04   12.17   14.15   12.22   15.66   14.57   12.93   8.173   9.607   13.20   12.31   9.532   11.04   16.99   16.55   21.32   21.59   20.72   24.00   23.04   15.65   15.12   19.26   15.50   
   15.0    2.006   2.447   3.136   6.406   7.609   9.748   6.430   5.296   6.004   5.983   10.90   13.36   12.47   11.92   13.04   10.26   3.088   7.320   9.248   9.316   14.32   13.09   13.96   10.82   10.32   11.33   10.35   10.68   10.22   9.628   10.33   13.31   15.37   13.46   4.623   6.762   16.92   16.93   17.18   13.43   19.97   18.80   16.95   12.04   10.49   15.98   15.79   14.68   12.14   20.19   17.85   14.46   18.97   5.517   21.89   22.51   23.16   19.20   17.24   18.00   18.17   15.96   15.41   22.87   18.11   15.30   12.42   13.01   16.60   12.59   14.64   12.64   16.21   15.08   13.38   8.460   9.944   13.66   12.74   9.866   11.42   17.59   17.13   22.07   22.35   21.45   24.84   23.85   16.20   15.65   19.94   16.04   
   16.0    2.072   2.528   3.239   6.616   7.859   10.07   6.641   5.470   6.201   6.179   11.26   13.80   12.88   12.31   13.46   10.59   3.189   7.560   9.551   9.621   14.79   13.52   14.42   11.18   10.66   11.70   10.69   11.04   10.55   9.944   10.67   13.74   15.88   13.90   4.774   6.983   17.48   17.49   17.74   13.87   20.62   19.41   17.51   12.43   10.83   16.50   16.31   15.16   12.54   20.85   18.43   14.94   19.59   5.698   22.61   23.25   23.92   19.83   17.81   18.59   18.77   16.49   15.92   23.62   18.71   15.80   12.82   13.44   17.15   13.01   15.12   13.06   16.74   15.58   13.82   8.737   10.27   14.11   13.16   10.19   11.80   18.17   17.69   22.79   23.08   22.15   25.65   24.63   16.73   16.16   20.59   16.57   
   17.0    2.135   2.605   3.338   6.819   8.100   10.38   6.845   5.638   6.392   6.369   11.61   14.22   13.27   12.69   13.88   10.92   3.287   7.793   9.845   9.918   15.24   13.93   14.87   11.52   10.99   12.06   11.02   11.37   10.88   10.25   11.00   14.17   16.37   14.33   4.921   7.198   18.01   18.02   18.29   14.30   21.26   20.01   18.05   12.82   11.16   17.01   16.81   15.62   12.93   21.50   19.00   15.40   20.19   5.874   23.31   23.97   24.66   20.44   18.36   19.16   19.35   16.99   16.41   24.34   19.28   16.29   13.22   13.85   17.68   13.41   15.59   13.46   17.25   16.06   14.25   9.006   10.59   14.54   13.56   10.50   12.16   18.73   18.23   23.50   23.79   22.84   26.44   25.39   17.25   16.66   21.22   17.08   
   18.0    2.197   2.681   3.435   7.017   8.335   10.68   7.044   5.802   6.577   6.554   11.94   14.64   13.66   13.06   14.28   11.23   3.383   8.018   10.13   10.21   15.68   14.34   15.30   11.86   11.31   12.41   11.33   11.70   11.19   10.55   11.32   14.58   16.84   14.75   5.064   7.407   18.54   18.55   18.82   14.71   21.88   20.59   18.57   13.19   11.49   17.50   17.30   16.08   13.30   22.12   19.55   15.85   20.78   6.044   23.98   24.66   25.37   21.04   18.89   19.72   19.91   17.49   16.88   25.05   19.84   16.76   13.60   14.25   18.19   13.79   16.04   13.85   17.75   16.52   14.66   9.267   10.89   14.97   13.95   10.81   12.52   19.27   18.76   24.18   24.48   23.50   27.21   26.13   17.75   17.14   21.84   17.58   
