# SRIM-2013 Electronic stopping power table for Z1=51
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.601   0.729   0.935   1.909   2.268   2.905   1.916   1.579   1.789   1.783   3.249   3.982   3.716   3.552   3.885   3.057   0.920   2.182   2.756   2.777   4.267   3.901   4.162   3.226   3.076   3.378   3.084   3.184   3.045   2.870   3.079   3.966   4.582   4.013   1.378   2.015   5.043   5.046   5.120   4.002   5.952   5.602   5.053   3.588   3.126   4.763   4.706   4.374   3.619   6.018   5.319   4.311   5.652   1.644   6.525   6.710   6.903   5.723   5.165   5.364   5.416   4.758   4.594   6.815   5.398   4.560   3.701   3.877   4.949   3.753   4.364   3.769   4.830   4.496   3.989   2.521   2.964   4.072   3.796   2.941   3.405   5.242   5.105   6.578   6.660   6.393   7.403   7.109   4.829   4.665   5.942   4.782   
   11.0    0.630   0.765   0.980   2.002   2.379   3.047   2.010   1.656   1.877   1.870   3.408   4.177   3.898   3.725   4.075   3.206   0.965   2.288   2.891   2.912   4.476   4.091   4.365   3.383   3.227   3.543   3.234   3.340   3.194   3.010   3.229   4.160   4.805   4.208   1.445   2.114   5.289   5.292   5.370   4.198   6.242   5.875   5.300   3.763   3.278   4.995   4.936   4.588   3.796   6.312   5.579   4.521   5.928   1.725   6.844   7.038   7.239   6.003   5.417   5.626   5.680   4.990   4.818   7.148   5.662   4.782   3.881   4.067   5.190   3.936   4.577   3.953   5.066   4.715   4.183   2.645   3.108   4.271   3.982   3.084   3.571   5.498   5.354   6.899   6.985   6.705   7.764   7.456   5.064   4.892   6.232   5.015   
   12.0    0.658   0.799   1.024   2.091   2.484   3.183   2.099   1.729   1.960   1.953   3.559   4.363   4.071   3.891   4.256   3.348   1.008   2.390   3.019   3.042   4.675   4.273   4.559   3.534   3.370   3.700   3.378   3.488   3.336   3.143   3.373   4.345   5.019   4.396   1.509   2.208   5.524   5.527   5.609   4.384   6.520   6.137   5.535   3.930   3.424   5.217   5.155   4.792   3.965   6.593   5.827   4.723   6.192   1.801   7.148   7.351   7.561   6.270   5.658   5.876   5.933   5.212   5.032   7.466   5.913   4.995   4.054   4.248   5.421   4.111   4.781   4.128   5.291   4.925   4.369   2.762   3.247   4.461   4.159   3.221   3.730   5.743   5.592   7.206   7.296   7.004   8.110   7.788   5.290   5.110   6.509   5.238   
   13.0    0.685   0.832   1.066   2.177   2.586   3.313   2.185   1.800   2.040   2.033   3.705   4.541   4.237   4.050   4.430   3.485   1.049   2.487   3.143   3.166   4.866   4.447   4.745   3.678   3.508   3.851   3.516   3.631   3.472   3.272   3.510   4.522   5.224   4.575   1.571   2.298   5.750   5.753   5.838   4.563   6.786   6.387   5.761   4.091   3.564   5.430   5.366   4.987   4.127   6.862   6.065   4.915   6.445   1.875   7.440   7.651   7.870   6.526   5.889   6.116   6.175   5.425   5.238   7.771   6.155   5.199   4.219   4.421   5.642   4.279   4.976   4.297   5.507   5.126   4.548   2.875   3.379   4.643   4.328   3.353   3.882   5.977   5.821   7.500   7.594   7.290   8.441   8.106   5.506   5.318   6.775   5.452   
   14.0    0.711   0.863   1.106   2.259   2.683   3.438   2.267   1.868   2.117   2.110   3.845   4.712   4.397   4.203   4.597   3.617   1.089   2.581   3.261   3.285   5.049   4.615   4.924   3.817   3.640   3.997   3.649   3.768   3.603   3.395   3.643   4.693   5.421   4.748   1.630   2.384   5.967   5.970   6.058   4.736   7.042   6.628   5.979   4.245   3.698   5.635   5.568   5.176   4.283   7.121   6.294   5.101   6.688   1.946   7.721   7.940   8.167   6.772   6.112   6.347   6.408   5.630   5.435   8.064   6.387   5.395   4.379   4.588   5.855   4.441   5.164   4.459   5.715   5.319   4.719   2.983   3.507   4.818   4.492   3.479   4.029   6.203   6.040   7.783   7.880   7.565   8.759   8.412   5.713   5.519   7.030   5.658   
   15.0    0.736   0.893   1.145   2.338   2.778   3.558   2.347   1.933   2.192   2.184   3.980   4.877   4.551   4.350   4.758   3.744   1.127   2.672   3.376   3.401   5.226   4.777   5.097   3.951   3.768   4.137   3.777   3.900   3.730   3.515   3.771   4.858   5.611   4.914   1.687   2.468   6.176   6.180   6.271   4.902   7.290   6.861   6.189   4.394   3.828   5.833   5.764   5.357   4.433   7.371   6.515   5.280   6.923   2.014   7.992   8.219   8.454   7.010   6.326   6.570   6.633   5.827   5.626   8.347   6.611   5.585   4.532   4.749   6.061   4.597   5.345   4.616   5.916   5.506   4.885   3.088   3.630   4.987   4.650   3.601   4.170   6.421   6.252   8.056   8.157   7.830   9.067   8.707   5.914   5.713   7.277   5.857   
   16.0    0.760   0.923   1.182   2.415   2.869   3.675   2.424   1.997   2.263   2.255   4.110   5.037   4.701   4.493   4.915   3.866   1.164   2.760   3.486   3.512   5.398   4.934   5.264   4.080   3.891   4.272   3.901   4.028   3.852   3.630   3.894   5.017   5.795   5.076   1.743   2.549   6.379   6.382   6.477   5.063   7.529   7.086   6.392   4.538   3.954   6.024   5.953   5.533   4.578   7.612   6.729   5.453   7.150   2.080   8.254   8.488   8.731   7.240   6.533   6.785   6.851   6.018   5.811   8.621   6.828   5.768   4.681   4.905   6.260   4.747   5.520   4.767   6.110   5.686   5.045   3.189   3.749   5.151   4.802   3.720   4.307   6.631   6.457   8.320   8.424   8.087   9.364   8.992   6.108   5.900   7.516   6.049   
   17.0    0.783   0.951   1.219   2.489   2.957   3.788   2.499   2.058   2.333   2.325   4.237   5.192   4.845   4.631   5.066   3.985   1.200   2.844   3.594   3.620   5.564   5.086   5.426   4.206   4.011   4.404   4.021   4.152   3.971   3.742   4.014   5.171   5.974   5.232   1.796   2.628   6.575   6.579   6.676   5.218   7.760   7.304   6.588   4.678   4.075   6.210   6.136   5.703   4.719   7.847   6.936   5.621   7.370   2.144   8.508   8.749   9.000   7.462   6.735   6.994   7.062   6.204   5.989   8.886   7.038   5.945   4.825   5.056   6.452   4.893   5.690   4.914   6.298   5.861   5.200   3.288   3.864   5.309   4.950   3.834   4.440   6.835   6.656   8.577   8.684   8.336   9.652   9.269   6.296   6.082   7.747   6.235   
   18.0    0.806   0.979   1.254   2.561   3.043   3.898   2.571   2.118   2.401   2.392   4.359   5.343   4.986   4.766   5.213   4.101   1.235   2.927   3.698   3.725   5.725   5.233   5.584   4.328   4.128   4.532   4.137   4.272   4.086   3.850   4.131   5.321   6.147   5.383   1.848   2.704   6.766   6.770   6.869   5.370   7.985   7.516   6.779   4.814   4.194   6.390   6.314   5.869   4.856   8.074   7.137   5.784   7.584   2.206   8.755   9.003   9.261   7.679   6.930   7.197   7.266   6.383   6.163   9.144   7.242   6.118   4.965   5.202   6.639   5.035   5.855   5.056   6.481   6.031   5.351   3.383   3.976   5.463   5.093   3.945   4.568   7.033   6.849   8.825   8.935   8.578   9.932   9.538   6.478   6.258   7.972   6.416   
