# SRIM-2013 Electronic stopping power table for Z1=57
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.574   0.699   0.896   1.831   2.175   2.786   1.838   1.514   1.716   1.710   3.116   3.819   3.564   3.406   3.726   2.931   0.883   2.092   2.643   2.663   4.092   3.741   3.991   3.093   2.950   3.239   2.957   3.054   2.920   2.752   2.953   3.804   4.394   3.848   1.321   1.933   4.836   4.839   4.910   3.838   5.708   5.372   4.846   3.441   2.998   4.567   4.513   4.195   3.471   5.772   5.101   4.134   5.421   1.577   6.258   6.435   6.620   5.489   4.936   5.144   5.194   4.563   4.405   6.536   5.177   4.373   3.549   3.719   4.746   3.599   4.185   3.614   4.632   4.311   3.825   2.418   2.842   3.905   3.641   2.820   3.266   5.028   4.896   6.308   6.387   6.131   7.100   6.818   4.631   4.473   5.698   4.586   
   11.0    0.602   0.734   0.940   1.920   2.281   2.922   1.928   1.588   1.800   1.793   3.268   4.006   3.738   3.573   3.908   3.074   0.926   2.194   2.772   2.793   4.292   3.923   4.186   3.244   3.094   3.397   3.102   3.203   3.063   2.886   3.097   3.989   4.608   4.036   1.386   2.027   5.072   5.075   5.150   4.026   5.987   5.634   5.082   3.609   3.144   4.790   4.733   4.400   3.640   6.053   5.350   4.336   5.685   1.654   6.563   6.749   6.943   5.757   5.177   5.395   5.447   4.786   4.620   6.855   5.429   4.586   3.722   3.900   4.977   3.775   4.390   3.791   4.858   4.522   4.012   2.536   2.981   4.096   3.818   2.958   3.425   5.273   5.135   6.616   6.699   6.431   7.446   7.150   4.857   4.692   5.976   4.810   
   12.0    0.629   0.766   0.982   2.006   2.382   3.052   2.013   1.658   1.880   1.873   3.414   4.184   3.904   3.732   4.082   3.211   0.967   2.292   2.896   2.917   4.483   4.098   4.372   3.389   3.232   3.548   3.240   3.345   3.199   3.015   3.234   4.167   4.813   4.215   1.447   2.117   5.298   5.301   5.379   4.205   6.253   5.885   5.308   3.769   3.284   5.003   4.944   4.595   3.802   6.322   5.588   4.529   5.938   1.728   6.855   7.050   7.251   6.013   5.407   5.635   5.690   4.998   4.826   7.160   5.671   4.790   3.888   4.073   5.199   3.943   4.585   3.959   5.075   4.723   4.190   2.649   3.114   4.278   3.988   3.089   3.577   5.507   5.363   6.910   6.997   6.716   7.777   7.468   5.073   4.900   6.242   5.024   
   13.0    0.655   0.798   1.022   2.088   2.480   3.177   2.095   1.726   1.957   1.950   3.553   4.355   4.064   3.884   4.248   3.342   1.006   2.385   3.014   3.036   4.666   4.265   4.551   3.527   3.364   3.693   3.372   3.482   3.330   3.138   3.367   4.337   5.010   4.388   1.506   2.204   5.514   5.517   5.599   4.376   6.508   6.125   5.525   3.923   3.418   5.208   5.146   4.783   3.958   6.581   5.816   4.714   6.181   1.798   7.135   7.337   7.547   6.258   5.628   5.865   5.922   5.202   5.023   7.452   5.902   4.986   4.046   4.240   5.411   4.104   4.772   4.121   5.282   4.916   4.361   2.757   3.241   4.452   4.151   3.215   3.723   5.732   5.582   7.193   7.282   6.991   8.095   7.773   5.280   5.100   6.497   5.229   
   14.0    0.679   0.828   1.060   2.166   2.573   3.297   2.175   1.791   2.030   2.023   3.687   4.519   4.217   4.031   4.409   3.468   1.044   2.476   3.128   3.151   4.842   4.426   4.722   3.660   3.491   3.833   3.499   3.613   3.455   3.256   3.494   4.500   5.199   4.553   1.563   2.287   5.722   5.726   5.810   4.542   6.754   6.357   5.734   4.071   3.547   5.404   5.340   4.964   4.107   6.829   6.036   4.892   6.414   1.866   7.404   7.614   7.832   6.494   5.841   6.087   6.146   5.399   5.212   7.733   6.125   5.174   4.199   4.400   5.615   4.259   4.952   4.276   5.481   5.101   4.526   2.861   3.363   4.620   4.308   3.337   3.864   5.949   5.793   7.464   7.557   7.255   8.400   8.067   5.479   5.293   6.742   5.426   
   15.0    0.703   0.857   1.098   2.242   2.664   3.412   2.251   1.854   2.102   2.094   3.816   4.678   4.365   4.172   4.563   3.590   1.081   2.562   3.237   3.261   5.012   4.582   4.888   3.789   3.613   3.967   3.622   3.740   3.577   3.370   3.616   4.658   5.381   4.713   1.618   2.367   5.923   5.927   6.014   4.701   6.991   6.580   5.935   4.214   3.671   5.594   5.527   5.138   4.251   7.069   6.248   5.064   6.639   1.931   7.664   7.882   8.107   6.722   6.046   6.300   6.361   5.588   5.395   8.005   6.340   5.356   4.346   4.554   5.812   4.408   5.126   4.426   5.673   5.280   4.685   2.962   3.481   4.783   4.459   3.454   3.999   6.157   5.996   7.726   7.822   7.509   8.695   8.350   5.672   5.479   6.979   5.616   
   16.0    0.726   0.885   1.134   2.316   2.751   3.524   2.325   1.915   2.171   2.163   3.942   4.831   4.508   4.309   4.713   3.708   1.116   2.646   3.344   3.368   5.177   4.732   5.048   3.913   3.732   4.097   3.741   3.863   3.694   3.481   3.735   4.811   5.558   4.868   1.671   2.445   6.117   6.121   6.211   4.855   7.220   6.795   6.130   4.352   3.792   5.777   5.709   5.306   4.391   7.300   6.453   5.230   6.857   1.995   7.916   8.140   8.373   6.943   6.244   6.507   6.570   5.772   5.572   8.267   6.548   5.531   4.489   4.704   6.003   4.553   5.294   4.572   5.860   5.453   4.838   3.059   3.595   4.939   4.605   3.567   4.131   6.359   6.193   7.979   8.079   7.756   8.980   8.624   5.858   5.658   7.208   5.801   
   17.0    0.749   0.912   1.169   2.387   2.836   3.633   2.396   1.974   2.237   2.230   4.063   4.980   4.647   4.442   4.858   3.822   1.151   2.728   3.446   3.472   5.336   4.877   5.204   4.033   3.847   4.223   3.856   3.982   3.808   3.588   3.850   4.959   5.729   5.017   1.723   2.520   6.306   6.309   6.402   5.005   7.442   7.005   6.318   4.486   3.908   5.955   5.884   5.470   4.526   7.525   6.651   5.391   7.068   2.056   8.159   8.391   8.631   7.157   6.436   6.707   6.772   5.949   5.744   8.522   6.750   5.702   4.627   4.848   6.188   4.693   5.457   4.712   6.040   5.621   4.987   3.153   3.706   5.091   4.747   3.677   4.258   6.555   6.383   8.225   8.328   7.994   9.257   8.889   6.038   5.833   7.429   5.979   
   18.0    0.770   0.939   1.202   2.456   2.918   3.738   2.466   2.031   2.302   2.294   4.181   5.124   4.782   4.570   4.999   3.933   1.184   2.807   3.546   3.572   5.491   5.019   5.355   4.150   3.958   4.346   3.968   4.097   3.918   3.692   3.961   5.103   5.895   5.163   1.773   2.593   6.489   6.492   6.588   5.150   7.658   7.208   6.502   4.616   4.022   6.128   6.055   5.628   4.657   7.743   6.844   5.547   7.273   2.116   8.396   8.634   8.881   7.364   6.623   6.902   6.968   6.122   5.910   8.769   6.945   5.867   4.761   4.989   6.367   4.829   5.615   4.849   6.215   5.784   5.132   3.244   3.813   5.239   4.885   3.783   4.381   6.745   6.568   8.463   8.569   8.226   9.525   9.147   6.213   6.002   7.645   6.153   
   20.0    0.812   0.989   1.268   2.589   3.076   3.940   2.599   2.141   2.427   2.418   4.407   5.401   5.040   4.818   5.269   4.146   1.248   2.959   3.738   3.766   5.788   5.290   5.644   4.375   4.172   4.581   4.183   4.319   4.130   3.892   4.176   5.379   6.214   5.442   1.869   2.733   6.840   6.843   6.944   5.428   8.072   7.597   6.853   4.866   4.239   6.459   6.382   5.933   4.909   8.162   7.214   5.847   7.666   2.230   8.850   9.101   9.362   7.762   6.981   7.275   7.345   6.453   6.230   9.243   7.321   6.184   5.019   5.259   6.712   5.090   5.919   5.111   6.551   6.097   5.409   3.420   4.020   5.522   5.149   3.988   4.618   7.110   6.924   8.921   9.033   8.671   10.04   9.642   6.549   6.326   8.058   6.485   
   22.0    0.861   1.049   1.344   2.746   3.262   4.179   2.757   2.271   2.574   2.565   4.674   5.729   5.346   5.110   5.589   4.397   1.324   3.138   3.965   3.994   6.139   5.611   5.987   4.640   4.426   4.859   4.436   4.581   4.381   4.128   4.429   5.705   6.591   5.772   1.982   2.899   7.254   7.258   7.365   5.757   8.562   8.058   7.269   5.161   4.496   6.851   6.770   6.292   5.207   8.657   7.652   6.202   8.131   2.366   9.387   9.653   9.929   8.233   7.404   7.716   7.791   6.844   6.608   9.804   7.765   6.560   5.323   5.578   7.119   5.399   6.278   5.421   6.949   6.467   5.738   3.627   4.263   5.857   5.461   4.230   4.898   7.541   7.344   9.462   9.580   9.197   10.65   10.23   6.946   6.710   8.547   6.879   
   25.0    0.908   1.106   1.417   2.895   3.439   4.405   2.906   2.394   2.713   2.704   4.927   6.039   5.635   5.386   5.891   4.635   1.395   3.308   4.179   4.210   6.471   5.915   6.311   4.891   4.665   5.122   4.676   4.829   4.618   4.351   4.669   6.014   6.947   6.084   2.089   3.056   7.647   7.651   7.764   6.069   9.025   8.494   7.662   5.440   4.740   7.222   7.136   6.633   5.488   9.126   8.066   6.537   8.571   2.493   9.895   10.18   10.47   8.679   7.805   8.134   8.212   7.215   6.965   10.33   8.185   6.914   5.611   5.880   7.504   5.691   6.617   5.715   7.324   6.817   6.048   3.823   4.494   6.174   5.756   4.459   5.163   7.949   7.741   9.974   10.10   9.694   11.23   10.78   7.322   7.073   9.010   7.251   
   27.0    0.952   1.160   1.486   3.036   3.607   4.621   3.048   2.510   2.846   2.836   5.168   6.333   5.910   5.649   6.179   4.861   1.464   3.470   4.383   4.416   6.787   6.203   6.619   5.130   4.893   5.372   4.904   5.064   4.843   4.564   4.896   6.308   7.286   6.381   2.191   3.205   8.020   8.025   8.143   6.365   9.466   8.909   8.036   5.706   4.971   7.574   7.484   6.957   5.756   9.571   8.460   6.856   8.989   2.615   10.38   10.67   10.98   9.102   8.186   8.531   8.613   7.567   7.305   10.84   8.585   7.252   5.885   6.167   7.870   5.969   6.940   5.993   7.682   7.149   6.343   4.010   4.713   6.476   6.037   4.677   5.415   8.337   8.119   10.46   10.59   10.17   11.77   11.31   7.679   7.418   9.449   7.605   
   30.0    0.994   1.212   1.552   3.171   3.767   4.826   3.183   2.622   2.972   2.962   5.397   6.615   6.173   5.900   6.454   5.077   1.529   3.624   4.578   4.612   7.088   6.479   6.913   5.358   5.110   5.611   5.123   5.290   5.058   4.767   5.114   6.588   7.610   6.665   2.288   3.347   8.377   8.381   8.505   6.648   9.886   9.305   8.393   5.960   5.192   7.911   7.817   7.266   6.012   9.997   8.836   7.161   9.389   2.731   10.84   11.15   11.47   9.507   8.550   8.910   8.996   7.903   7.630   11.32   8.967   7.574   6.147   6.441   8.220   6.234   7.249   6.260   8.023   7.467   6.625   4.188   4.923   6.764   6.306   4.884   5.656   8.708   8.480   10.93   11.06   10.62   12.30   11.81   8.021   7.748   9.869   7.943   
   32.0    1.035   1.261   1.616   3.301   3.921   5.023   3.313   2.729   3.094   3.083   5.618   6.885   6.425   6.141   6.717   5.285   1.591   3.772   4.765   4.800   7.378   6.744   7.195   5.577   5.319   5.840   5.332   5.506   5.265   4.961   5.323   6.857   7.921   6.937   2.382   3.484   8.719   8.724   8.852   6.920   10.29   9.685   8.736   6.203   5.404   8.234   8.136   7.563   6.257   10.40   9.197   7.453   9.772   2.843   11.28   11.60   11.93   9.895   8.899   9.274   9.364   8.226   7.942   11.78   9.333   7.884   6.398   6.704   8.556   6.489   7.545   6.516   8.351   7.772   6.896   4.359   5.124   7.040   6.563   5.084   5.887   9.063   8.826   11.37   11.51   11.05   12.80   12.29   8.348   8.064   10.27   8.267   
