# SRIM-2013 Electronic stopping power table for Z1=63
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    1.158   1.415   1.813   3.703   4.399   5.635   3.717   3.062   3.471   3.458   6.302   7.724   7.208   6.890   7.536   5.929   1.785   4.231   5.346   5.385   8.277   7.566   8.072   6.257   5.967   6.551   5.981   6.177   5.907   5.566   5.972   7.693   8.887   7.783   2.672   3.909   9.781   9.787   9.931   7.763   11.54   10.87   9.801   6.959   6.063   9.237   9.128   8.484   7.020   11.67   10.32   8.362   10.96   3.189   12.66   13.02   13.39   11.10   9.952   10.40   10.50   9.228   8.910   13.22   10.47   8.844   7.178   7.521   9.598   7.279   8.465   7.310   9.369   8.719   7.736   4.891   5.749   7.898   7.363   5.704   6.605   10.17   9.902   12.76   12.92   12.40   14.36   13.79   9.366   9.047   11.52   9.275   
   11.0    1.214   1.484   1.901   3.884   4.613   5.910   3.898   3.211   3.640   3.627   6.610   8.101   7.560   7.226   7.904   6.218   1.872   4.438   5.607   5.648   8.681   7.935   8.466   6.562   6.258   6.871   6.273   6.478   6.195   5.838   6.263   8.068   9.320   8.163   2.803   4.100   10.26   10.26   10.42   8.142   12.11   11.40   10.28   7.299   6.359   9.688   9.573   8.898   7.363   12.24   10.82   8.770   11.50   3.345   13.27   13.65   14.04   11.64   10.44   10.91   11.02   9.679   9.345   13.86   10.98   9.276   7.528   7.888   10.07   7.635   8.878   7.666   9.826   9.145   8.114   5.129   6.029   8.283   7.723   5.982   6.927   10.66   10.38   13.38   13.55   13.01   15.06   14.46   9.823   9.489   12.09   9.728   
   12.0    1.268   1.550   1.986   4.056   4.819   6.173   4.072   3.354   3.802   3.788   6.904   8.461   7.896   7.547   8.255   6.495   1.955   4.635   5.856   5.899   9.067   8.288   8.842   6.854   6.537   7.177   6.552   6.766   6.470   6.097   6.542   8.427   9.735   8.526   2.927   4.282   10.71   10.72   10.88   8.504   12.65   11.90   10.74   7.623   6.641   10.12   9.999   9.294   7.690   12.79   11.30   9.160   12.01   3.494   13.86   14.26   14.67   12.16   10.90   11.40   11.51   10.11   9.760   14.48   11.47   9.689   7.863   8.239   10.51   7.974   9.273   8.007   10.26   9.552   8.475   5.357   6.297   8.652   8.066   6.248   7.235   11.14   10.85   13.98   14.15   13.58   15.73   15.10   10.26   9.911   12.62   10.16   
   13.0    1.320   1.613   2.067   4.222   5.015   6.425   4.238   3.491   3.957   3.943   7.186   8.807   8.218   7.855   8.592   6.760   2.035   4.825   6.096   6.140   9.437   8.626   9.204   7.134   6.804   7.470   6.820   7.042   6.734   6.346   6.809   8.771   10.13   8.874   3.047   4.457   11.15   11.16   11.32   8.851   13.16   12.39   11.17   7.935   6.912   10.53   10.41   9.674   8.004   13.31   11.76   9.534   12.50   3.637   14.43   14.84   15.26   12.66   11.35   11.86   11.98   10.52   10.16   15.07   11.94   10.08   8.184   8.575   10.94   8.300   9.651   8.334   10.68   9.942   8.821   5.576   6.554   9.005   8.395   6.503   7.530   11.59   11.29   14.55   14.73   14.14   16.37   15.72   10.68   10.32   13.14   10.57   
   14.0    1.370   1.674   2.145   4.381   5.205   6.668   4.398   3.623   4.107   4.092   7.457   9.139   8.529   8.152   8.917   7.015   2.112   5.007   6.326   6.372   9.793   8.952   9.551   7.403   7.060   7.752   7.077   7.308   6.989   6.586   7.066   9.102   10.51   9.209   3.162   4.625   11.57   11.58   11.75   9.185   13.66   12.86   11.60   8.234   7.173   10.93   10.80   10.04   8.306   13.81   12.21   9.894   12.97   3.774   14.98   15.40   15.84   13.14   11.78   12.31   12.43   10.92   10.54   15.64   12.39   10.46   8.493   8.899   11.36   8.613   10.02   8.649   11.09   10.32   9.154   5.787   6.802   9.345   8.712   6.748   7.815   12.03   11.72   15.10   15.28   14.67   16.99   16.32   11.08   10.70   13.64   10.97   
   15.0    1.418   1.733   2.220   4.535   5.387   6.902   4.552   3.750   4.251   4.236   7.719   9.460   8.828   8.438   9.230   7.261   2.186   5.182   6.548   6.596   10.14   9.266   9.886   7.663   7.308   8.024   7.326   7.565   7.234   6.817   7.314   9.422   10.88   9.532   3.273   4.787   11.98   11.99   12.16   9.508   14.14   13.31   12.00   8.523   7.425   11.31   11.18   10.39   8.598   14.30   12.64   10.24   13.43   3.906   15.50   15.94   16.40   13.60   12.19   12.74   12.87   11.30   10.91   16.19   12.82   10.83   8.791   9.211   11.76   8.915   10.37   8.952   11.47   10.68   9.475   5.990   7.040   9.673   9.018   6.985   8.089   12.45   12.13   15.63   15.82   15.19   17.59   16.89   11.47   11.08   14.11   11.36   
   16.0    1.464   1.790   2.293   4.684   5.564   7.128   4.702   3.873   4.390   4.375   7.972   9.770   9.118   8.715   9.532   7.499   2.258   5.352   6.762   6.812   10.47   9.570   10.21   7.914   7.548   8.287   7.566   7.813   7.471   7.040   7.554   9.731   11.24   9.845   3.380   4.944   12.37   12.38   12.56   9.819   14.60   13.74   12.40   8.803   7.669   11.68   11.55   10.73   8.880   14.77   13.05   10.58   13.87   4.034   16.01   16.46   16.93   14.04   12.59   13.16   13.29   11.67   11.27   16.72   13.24   11.19   9.079   9.513   12.14   9.208   10.71   9.246   11.85   11.03   9.786   6.186   7.271   9.990   9.314   7.214   8.354   12.86   12.52   16.14   16.34   15.69   18.16   17.44   11.85   11.44   14.58   11.73   
   17.0    1.509   1.845   2.363   4.828   5.735   7.347   4.846   3.992   4.525   4.509   8.217   10.07   9.398   8.983   9.826   7.730   2.327   5.517   6.970   7.022   10.79   9.865   10.52   8.158   7.780   8.542   7.799   8.053   7.701   7.257   7.786   10.03   11.59   10.15   3.484   5.096   12.75   12.76   12.95   10.12   15.05   14.17   12.78   9.074   7.905   12.04   11.90   11.06   9.153   15.22   13.45   10.90   14.29   4.159   16.50   16.97   17.46   14.47   12.98   13.57   13.70   12.03   11.62   17.24   13.65   11.53   9.358   9.806   12.51   9.491   11.04   9.531   12.22   11.37   10.09   6.377   7.495   10.30   9.601   7.436   8.611   13.26   12.91   16.63   16.84   16.17   18.72   17.98   12.21   11.80   15.03   12.09   
   18.0    1.553   1.898   2.432   4.968   5.901   7.560   4.987   4.108   4.656   4.640   8.455   10.36   9.671   9.243   10.11   7.954   2.395   5.677   7.173   7.225   11.10   10.15   10.83   8.394   8.006   8.790   8.025   8.287   7.924   7.467   8.012   10.32   11.92   10.44   3.585   5.244   13.12   13.13   13.32   10.42   15.49   14.58   13.15   9.337   8.134   12.39   12.25   11.38   9.418   15.66   13.84   11.22   14.71   4.279   16.98   17.46   17.96   14.89   13.35   13.96   14.09   12.38   11.95   17.74   14.05   11.87   9.630   10.09   12.88   9.766   11.36   9.807   12.57   11.70   10.38   6.561   7.712   10.60   9.879   7.652   8.861   13.64   13.28   17.12   17.33   16.64   19.26   18.50   12.57   12.14   15.46   12.44   
