# SRIM-2013 Electronic stopping power table for Z1=62
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.581   0.711   0.911   1.861   2.211   2.832   1.868   1.539   1.744   1.738   3.167   3.882   3.623   3.463   3.787   2.980   0.897   2.127   2.687   2.707   4.160   3.802   4.057   3.144   2.999   3.293   3.006   3.104   2.969   2.797   3.001   3.866   4.466   3.912   1.343   1.964   4.916   4.919   4.991   3.902   5.802   5.461   4.926   3.498   3.047   4.643   4.587   4.264   3.528   5.867   5.185   4.202   5.510   1.603   6.361   6.541   6.729   5.579   4.992   5.229   5.280   4.638   4.478   6.644   5.262   4.445   3.607   3.780   4.824   3.659   4.254   3.674   4.709   4.382   3.888   2.458   2.889   3.969   3.701   2.867   3.319   5.110   4.976   6.412   6.492   6.232   7.217   6.930   4.707   4.547   5.792   4.661   
   11.0    0.609   0.746   0.956   1.952   2.319   2.970   1.959   1.614   1.829   1.823   3.322   4.072   3.800   3.632   3.972   3.125   0.941   2.230   2.818   2.839   4.363   3.988   4.255   3.298   3.145   3.453   3.153   3.256   3.113   2.934   3.148   4.055   4.684   4.102   1.409   2.060   5.156   5.159   5.235   4.092   6.085   5.727   5.166   3.668   3.196   4.869   4.811   4.472   3.700   6.153   5.439   4.408   5.779   1.681   6.672   6.861   7.057   5.852   5.235   5.484   5.537   4.864   4.697   6.968   5.519   4.662   3.783   3.964   5.059   3.837   4.462   3.853   4.939   4.596   4.078   2.578   3.030   4.163   3.881   3.006   3.481   5.360   5.219   6.725   6.809   6.537   7.569   7.268   4.937   4.769   6.075   4.889   
   12.0    0.636   0.779   0.998   2.039   2.422   3.103   2.046   1.686   1.911   1.904   3.470   4.253   3.968   3.793   4.149   3.264   0.983   2.330   2.943   2.965   4.557   4.165   4.444   3.445   3.285   3.607   3.293   3.401   3.252   3.064   3.288   4.235   4.893   4.285   1.471   2.152   5.385   5.388   5.468   4.274   6.356   5.982   5.396   3.831   3.338   5.086   5.025   4.671   3.865   6.427   5.680   4.604   6.036   1.756   6.968   7.166   7.371   6.112   5.468   5.728   5.783   5.081   4.905   7.278   5.764   4.869   3.952   4.141   5.284   4.008   4.660   4.024   5.158   4.801   4.259   2.693   3.165   4.348   4.054   3.140   3.636   5.598   5.451   7.024   7.112   6.827   7.905   7.592   5.156   4.981   6.345   5.106   
   13.0    0.662   0.811   1.039   2.122   2.521   3.229   2.130   1.755   1.989   1.982   3.611   4.426   4.131   3.948   4.318   3.397   1.023   2.425   3.064   3.086   4.743   4.335   4.626   3.585   3.419   3.754   3.428   3.539   3.385   3.189   3.422   4.408   5.092   4.460   1.531   2.240   5.605   5.608   5.691   4.448   6.615   6.226   5.616   3.988   3.474   5.293   5.230   4.862   4.023   6.689   5.912   4.792   6.283   1.828   7.253   7.458   7.672   6.361   5.691   5.962   6.020   5.288   5.106   7.575   6.000   5.068   4.113   4.310   5.500   4.171   4.851   4.189   5.369   4.997   4.433   2.802   3.294   4.526   4.219   3.268   3.785   5.827   5.674   7.311   7.402   7.106   8.228   7.902   5.367   5.184   6.604   5.315   
   14.0    0.687   0.841   1.078   2.202   2.616   3.351   2.210   1.821   2.064   2.057   3.748   4.593   4.286   4.097   4.481   3.526   1.062   2.516   3.179   3.203   4.922   4.499   4.800   3.721   3.548   3.896   3.557   3.673   3.512   3.310   3.551   4.575   5.285   4.628   1.589   2.324   5.817   5.820   5.906   4.616   6.865   6.461   5.828   4.138   3.605   5.493   5.428   5.045   4.175   6.942   6.135   4.972   6.520   1.897   7.526   7.740   7.961   6.602   5.906   6.187   6.247   5.488   5.298   7.861   6.226   5.260   4.268   4.472   5.708   4.329   5.034   4.347   5.571   5.185   4.601   2.908   3.418   4.697   4.379   3.392   3.928   6.047   5.888   7.587   7.682   7.374   8.539   8.200   5.570   5.380   6.853   5.515   
   15.0    0.711   0.871   1.116   2.279   2.708   3.469   2.288   1.885   2.136   2.129   3.879   4.755   4.437   4.241   4.639   3.649   1.099   2.605   3.291   3.315   5.095   4.657   4.969   3.851   3.673   4.033   3.682   3.802   3.636   3.426   3.676   4.735   5.470   4.791   1.645   2.406   6.021   6.024   6.113   4.778   7.106   6.688   6.033   4.284   3.732   5.686   5.618   5.222   4.321   7.185   6.351   5.147   6.749   1.963   7.791   8.012   8.241   6.833   6.114   6.404   6.466   5.680   5.484   8.137   6.445   5.444   4.418   4.629   5.908   4.481   5.210   4.499   5.767   5.367   4.762   3.010   3.538   4.861   4.532   3.511   4.065   6.259   6.095   7.853   7.951   7.633   8.838   8.488   5.765   5.569   7.094   5.709   
   16.0    0.734   0.899   1.152   2.354   2.796   3.582   2.363   1.946   2.206   2.199   4.007   4.911   4.582   4.380   4.791   3.769   1.135   2.690   3.399   3.424   5.262   4.810   5.132   3.977   3.793   4.165   3.803   3.927   3.755   3.538   3.796   4.890   5.650   4.948   1.699   2.485   6.218   6.222   6.313   4.935   7.339   6.907   6.231   4.424   3.854   5.872   5.803   5.394   4.463   7.421   6.559   5.316   6.970   2.028   8.046   8.274   8.511   7.057   6.314   6.614   6.678   5.867   5.664   8.404   6.656   5.623   4.563   4.781   6.102   4.628   5.381   4.647   5.956   5.543   4.918   3.109   3.655   5.021   4.681   3.626   4.199   6.464   6.295   8.111   8.212   7.883   9.128   8.766   5.954   5.752   7.326   5.896   
   17.0    0.757   0.927   1.188   2.427   2.882   3.693   2.436   2.006   2.274   2.266   4.130   5.062   4.723   4.515   4.938   3.885   1.170   2.773   3.503   3.529   5.424   4.958   5.290   4.100   3.910   4.293   3.920   4.048   3.871   3.647   3.913   5.041   5.823   5.100   1.751   2.561   6.410   6.413   6.508   5.087   7.565   7.120   6.423   4.560   3.973   6.053   5.981   5.560   4.600   7.649   6.761   5.479   7.184   2.090   8.294   8.529   8.773   7.275   6.508   6.818   6.884   6.047   5.839   8.662   6.861   5.796   4.703   4.928   6.290   4.770   5.547   4.790   6.139   5.714   5.070   3.205   3.767   5.175   4.825   3.737   4.328   6.663   6.489   8.361   8.465   8.126   9.409   9.036   6.137   5.929   7.552   6.078   
   18.0    0.779   0.954   1.222   2.497   2.966   3.800   2.506   2.065   2.340   2.332   4.250   5.208   4.860   4.646   5.081   3.998   1.204   2.853   3.605   3.631   5.581   5.102   5.443   4.219   4.024   4.418   4.033   4.165   3.983   3.753   4.027   5.187   5.992   5.248   1.802   2.636   6.595   6.599   6.696   5.235   7.784   7.326   6.609   4.692   4.088   6.229   6.155   5.721   4.734   7.871   6.957   5.638   7.393   2.151   8.534   8.776   9.027   7.485   6.697   7.015   7.083   6.223   6.008   8.913   7.060   5.964   4.840   5.071   6.472   4.908   5.708   4.929   6.317   5.879   5.216   3.298   3.876   5.325   4.965   3.846   4.453   6.856   6.677   8.603   8.710   8.362   9.682   9.298   6.315   6.101   7.771   6.254   
