# SRIM-2013 Electronic stopping power table for Z1=5
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.972   1.185   1.518   3.101   3.683   4.719   3.112   2.564   2.906   2.922   5.277   6.468   6.036   5.769   6.367   5.010   1.495   3.575   4.517   4.550   6.994   6.393   6.821   5.287   5.042   5.486   5.054   5.219   4.946   4.703   5.046   6.500   7.509   6.576   2.258   3.303   8.265   8.269   8.391   6.559   9.754   9.181   8.281   5.880   5.123   7.805   7.712   7.169   5.932   9.863   8.718   7.065   9.264   2.695   10.69   11.00   11.31   9.380   8.359   8.791   8.876   7.798   7.528   11.17   8.847   7.473   6.065   6.355   8.110   6.151   7.152   6.176   7.916   7.368   6.537   4.132   4.857   6.673   6.222   4.819   5.581   8.592   8.367   10.78   10.91   10.48   12.13   11.65   7.914   7.645   9.738   7.837   
   11.0    1.020   1.242   1.592   3.252   3.863   4.949   3.264   2.689   3.048   3.065   5.535   6.783   6.330   6.050   6.678   5.254   1.568   3.750   4.738   4.772   7.335   6.705   7.153   5.545   5.288   5.753   5.301   5.474   5.187   4.932   5.292   6.817   7.875   6.897   2.368   3.464   8.668   8.673   8.801   6.880   10.23   9.629   8.686   6.167   5.373   8.186   8.089   7.519   6.221   10.34   9.143   7.410   9.716   2.827   11.22   11.53   11.86   9.838   8.767   9.220   9.309   8.178   7.896   11.71   9.279   7.838   6.361   6.665   8.506   6.451   7.501   6.478   8.303   7.727   6.856   4.334   5.094   6.999   6.525   5.054   5.853   9.011   8.775   11.31   11.45   10.99   12.72   12.22   8.300   8.018   10.21   8.219   
   12.0    1.065   1.298   1.663   3.396   4.035   5.169   3.409   2.808   3.183   3.201   5.781   7.085   6.612   6.319   6.975   5.488   1.637   3.917   4.948   4.985   7.661   7.003   7.472   5.791   5.523   6.009   5.537   5.717   5.418   5.152   5.527   7.120   8.226   7.204   2.473   3.618   9.054   9.059   9.192   7.185   10.69   10.06   9.072   6.441   5.612   8.550   8.449   7.853   6.498   10.80   9.550   7.740   10.15   2.952   11.71   12.05   12.39   10.28   9.157   9.630   9.723   8.542   8.247   12.24   9.691   8.186   6.644   6.961   8.884   6.738   7.835   6.766   8.672   8.071   7.161   4.527   5.321   7.310   6.816   5.279   6.113   9.412   9.165   11.81   11.96   11.48   13.29   12.76   8.669   8.374   10.67   8.585   
   13.0    1.109   1.351   1.731   3.535   4.199   5.380   3.549   2.923   3.313   3.332   6.017   7.374   6.882   6.577   7.260   5.712   1.704   4.077   5.150   5.188   7.974   7.289   7.777   6.028   5.749   6.255   5.763   5.951   5.639   5.362   5.753   7.411   8.561   7.498   2.574   3.766   9.423   9.429   9.568   7.479   11.12   10.47   9.442   6.704   5.841   8.899   8.794   8.174   6.763   11.25   9.940   8.056   10.56   3.073   12.19   12.54   12.90   10.69   9.531   10.02   10.12   8.891   8.584   12.74   10.09   8.521   6.915   7.245   9.247   7.013   8.155   7.042   9.026   8.400   7.453   4.712   5.538   7.609   7.094   5.495   6.363   9.796   9.539   12.29   12.44   11.95   13.83   13.28   9.023   8.716   11.10   8.935   
   14.0    1.150   1.402   1.796   3.669   4.358   5.583   3.683   3.033   3.439   3.458   6.244   7.653   7.141   6.826   7.534   5.927   1.768   4.230   5.345   5.384   8.275   7.564   8.070   6.255   5.966   6.491   5.980   6.175   5.852   5.565   5.970   7.691   8.885   7.781   2.672   3.908   9.779   9.785   9.929   7.761   11.54   10.86   9.799   6.957   6.061   9.235   9.126   8.482   7.019   11.67   10.32   8.360   10.96   3.189   12.65   13.01   13.38   11.10   9.891   10.40   10.50   9.226   8.908   13.22   10.47   8.842   7.176   7.519   9.596   7.278   8.463   7.308   9.367   8.717   7.734   4.889   5.747   7.896   7.362   5.702   6.603   10.17   9.899   12.76   12.91   12.40   14.36   13.79   9.364   9.045   11.52   9.273   
   15.0    1.191   1.451   1.859   3.797   4.511   5.779   3.812   3.140   3.559   3.579   6.463   7.921   7.392   7.065   7.799   6.135   1.831   4.379   5.532   5.573   8.565   7.829   8.353   6.475   6.175   6.718   6.190   6.392   6.057   5.760   6.180   7.961   9.196   8.054   2.765   4.045   10.12   10.13   10.28   8.034   11.95   11.24   10.14   7.202   6.274   9.559   9.446   8.780   7.265   12.08   10.68   8.653   11.35   3.301   13.10   13.47   13.85   11.49   10.24   10.77   10.87   9.550   9.220   13.68   10.84   9.153   7.428   7.783   9.933   7.533   8.760   7.564   9.696   9.023   8.006   5.061   5.949   8.173   7.620   5.902   6.835   10.52   10.25   13.20   13.37   12.83   14.86   14.27   9.692   9.363   11.93   9.598   
   16.0    1.230   1.498   1.920   3.922   4.659   5.969   3.937   3.243   3.676   3.696   6.675   8.181   7.634   7.297   8.054   6.337   1.891   4.523   5.714   5.756   8.846   8.086   8.627   6.687   6.378   6.939   6.393   6.602   6.256   5.949   6.383   8.222   9.498   8.318   2.856   4.178   10.45   10.46   10.61   8.297   12.34   11.61   10.48   7.438   6.480   9.873   9.756   9.068   7.503   12.48   11.03   8.937   11.72   3.409   13.53   13.91   14.31   11.86   10.57   11.12   11.23   9.863   9.523   14.13   11.19   9.453   7.671   8.038   10.26   7.780   9.047   7.813   10.01   9.319   8.268   5.227   6.144   8.441   7.870   6.096   7.059   10.87   10.58   13.64   13.81   13.25   15.35   14.74   10.01   9.670   12.32   9.913   
   17.0    1.268   1.545   1.979   4.043   4.802   6.152   4.058   3.343   3.789   3.810   6.881   8.433   7.869   7.522   8.302   6.532   1.949   4.662   5.890   5.933   9.119   8.335   8.893   6.893   6.574   7.152   6.590   6.805   6.448   6.132   6.579   8.475   9.790   8.574   2.944   4.306   10.78   10.78   10.94   8.552   12.72   11.97   10.80   7.667   6.679   10.18   10.06   9.347   7.734   12.86   11.37   9.212   12.08   3.514   13.94   14.34   14.75   12.23   10.90   11.46   11.57   10.17   9.816   14.56   11.53   9.744   7.907   8.286   10.57   8.020   9.325   8.053   10.32   9.606   8.523   5.388   6.333   8.701   8.112   6.284   7.276   11.20   10.91   14.06   14.23   13.66   15.82   15.19   10.32   9.967   12.70   10.22   
   18.0    1.304   1.589   2.036   4.160   4.941   6.331   4.176   3.440   3.899   3.921   7.080   8.677   8.097   7.740   8.543   6.721   2.005   4.797   6.061   6.105   9.383   8.577   9.151   7.093   6.765   7.360   6.781   7.002   6.635   6.310   6.770   8.721   10.07   8.823   3.029   4.431   11.09   11.09   11.26   8.800   13.09   12.32   11.11   7.889   6.873   10.47   10.35   9.618   7.958   13.23   11.70   9.479   12.43   3.616   14.35   14.75   15.18   12.58   11.22   11.79   11.91   10.46   10.10   14.99   11.87   10.03   8.137   8.526   10.88   8.252   9.596   8.286   10.62   9.885   8.770   5.544   6.517   8.953   8.347   6.466   7.487   11.53   11.22   14.46   14.64   14.06   16.28   15.63   10.62   10.26   13.06   10.51   
